도서관 일련번호,도서관명,구 코드,구명,주소,전화번호,팩스번호,홈페이지 URL,운영시간,정기 휴관일,도서관 구분명,위도,경도,담당자이메일,도서관 소개,설립연도,회원가입요건,대출안내,교통편,층별 설명
449,사당5동 작은도서관,4,동작구,서울특별시 동작구 사당로2가길 219 (사당동) 사당5동주민센터 3층 ,02-820-2790 ,525-6079,http://lib.dongjak.go.kr/,,매주 토요일 일요일,작은도서관,37.48566105,126.9669796,,,20010101,,,,
1381,사당솔밭도서관,4,동작구,서울특별시 동작구 솔밭로 86,02-585-8411-2,02-585-8413,http://lib.dongjak.go.kr,,매주 월요일 법정공휴일 ,공공도서관,37.48408259,126.9673512,jinhj@idongjak.or.kr,사당솔밭도서관은 까치산공원이 내려다보이는 사당동 솔밭로에 자리해 지역주민의 삶과 인접한 곳에서 문화적 동기 부여와 지적자유 선도를 통해 지역주민의 편안한 일상과 함께하는 휴식처입니다.,20130926,"서울시민 누구나(서울시 소재학교·직장에 재학 재직 중인 사람도 가능) 성인 : 동작구통합도서관 홈페이지 회원가입 후 신분증 제시 아동 : 동작구통합도서관 홈페이지 회원가입 후 등본 및 증명사진 제시","최대 5권 기본 14일 대출 기한 연장 7일 가능","[지하철] - 7호선 남성역 하차(2번 출구) 낙성대방면 도보 10분 / 2호선 낙성대역 하차(5번 출구) 사당동방면 도보 15분(마을버스 이용 가능) [버스] - 752번 사당중학교 하차 낙성대방면 도보 7분 [마을버스] - 동작06번 동작14번 동작20번 천주교 정류장 하차 ","[2층]어린이자료실ㅣ수유실ㅣ공유서가  [3층]종합자료실Ⅰㅣ디지털자료실ㅣ문화교실ㅣ솔쉼터(카페) [4층]종합자료실Ⅱㅣ하늘정원"
463,상도 SH.Ville 작은도서관,4,동작구,서울특별시 동작구 상도로 53길 70 주민공동시설 지하 2층,02-822-6950,823-9313,http://lib.dongjak.go.kr/,,토일요일,작은도서관,37.5027304,126.954446,,,20091229,,,,
440,상도1동 작은도서관,4,동작구,서울특별시 동작구 상도로53길 9 (상도동) 상도1동주민센터 2층 ,02-820-2467 ,,http://lib.dongjak.go.kr/,,매주 토요일 일요일,작은도서관,37.49810106,126.9530826,,,20040101,,,,
441,상도2동 작은도서관,4,동작구,서울특별시 동작구 상도로 211 (상도동) 상도2동주민센터 2층,02-820-2484,817-4674,http://lib.dongjak.go.kr/,,매주 토요일 일요일,작은도서관,37.50546652,126.942302,,,20010101,,,,
442,상도3동 작은도서관,4,동작구,서울특별시 동작구 성대로2길 11 (상도동) 상도3동주민센터 ,02-820-2503 ,,http://lib.dongjak.go.kr/,,매주 토요일 일요일,작은도서관,37.49912482,126.9314052,,,20010401,,,,
443,상도4동 작은도서관,4,동작구,서울특별시 동작구 성대로29길 53 (상도동) 상도4동주민센터 2층 ,02-820-2537 ,822-2342,http://lib.dongjak.go.kr/,,매주 토요일 일요일,작은도서관,37.50059879,126.9377776,,,20010101,,,,
466,상도더샾아파트작은도서관,4,동작구,서울특별시 동작구 장승배기로4길 9 상도더샵아파트 관리동,02-824-8292,6292-8292,http://lib.dongjak.go.kr/,,화목일요일,작은도서관,37.5016351,126.943785,,,20090201,,,,
1524,상도중앙 작은도서관,4,동작구,서울특별시 동작구 상도로15가길 16 (상도중앙교회) ,070-4419-6004,02-825-6004,https://blog.naver.com/hanmin99 ,,매주 월요일 일요일,작은도서관,37.50197976,126.9323661,,,20141223,,,,
462,생명나무도서관,4,동작구,서울특별시 동작구 매봉로 134 신동아아파트 상가4층,02-815-3615,,cafe.naver.com/lifetreelibrary,,매주 일.월요일,작은도서관,37.5102262,126.951755,,,20090511,,,,
20,서울특별시교육청동작도서관,4,동작구,서울특별시 동작구 장승배기로 94,02-823-6419,812-6511,http://djlib.sen.go.kr/djlib_index.jsp,,1. 매월 둘째 넷째 금요일 2. 일요일을 제외한 법정공휴일,공공도서관,37.505898,126.940075,,"<p> 	우리도서관은 1991년 5월 6일에 개관한 동작구 공공도서관으로 현재 10만 여권의 장서와 각종 간행물 멀티미디어자료를 갖추고 21C를 열어 가는 정보문화센터로서 지역 주민들의 정보문화욕구 충족을 위한 각종 프로그램을 개설 하여 이용자들의 생활 속의 소중한 문화공간으로 자리 매김하고 있음</p> ",19910506,"- 가입대상 : 주민등록상 서울인 거주자              ※ 주소가 지방인 경우 재직증명서 재학증명서 제출 - 가입방법(구비서류) : 관외대출신청서(도서관내 비치)                        신분증(주민등록번호 현재주소 확인가능)","- 일반회원 : 3권 14일(2주간) 1주 연기 가능함 - 우수회원 : 5권 14일(2주간) 1주 연기 가능함 - 특별회원 : 10권 21일(3주간) 1주 연기 가능함","- 마을버스  2 2-1 3-1 3-2  정류장 이름 : 장승배기역   - 전 철  지하철 7호선 장승백이역 6번 출구   - 일반버스 버스번호   152번 500번 504번 641번 650번 751번 752번 5011번 5516번 517번 5535번 5536번 5614번","- 1층 : 어린이실 ／ 제1열람실 ／ 열람자대기석(60석/78석/28석) - 2층 : 제2열람실／관장실／자료봉사과/관리과/식당(108석/48석) - 3층 : 종합자료실/휴게실(84석/60석) - 지하1층 : 시청각실 ／ 기계실(60석)"
464,성대골 어린이도서관,4,동작구,서울특별시 동작구 성대로10길 23 ,02-817-6684,,https://cafe.daum.net/SDGcommunity ,,매주 일요일,작은도서관,37.49691043,126.9351073,,,20101021,,,,
451,신대방1동 작은도서관,4,동작구,서울특별시 동작구 신대방길 72 (신대방동) 신대방1동주민센터 ,02-820-2811,849-2343,http://lib.dongjak.go.kr/,,매주 토요일 일요일,작은도서관,37.48894352,126.9100392,,,20010101,,,,
452,신대방2동 작은도서관,4,동작구,서울특별시 동작구 여의대방로24길 106 (신대방동) 신대방2동주민센터 2층,02-820-2826,,http://lib.dongjak.go.kr/,,매주 토요일 일요일,작은도서관,37.49893767,126.925864,,,20010101,,,,
456,신상도 문고,4,동작구,서울특별시 동작구 양녕로20길 108 신상도교회,02-826-7712,813-7712,http://lib.dongjak.go.kr/,,법정공휴일,작은도서관,37.4975494,126.945162,,,20070309,,,,
1980,아트앤힐링 작은도서관,4,동작구,서울특별시 동작구 상도로 26길 12 4층 ,02-597-6630,,http://lib.dongjak.go.kr/,,매주 토요일 일요일,작은도서관,37.50387161,126.9384806,,,,,,,
436,약수도서관,4,동작구,서울특별시 동작구 양녕로22바길 64(상도동),02-823-1907,823-1908,http://lib.dongjak.go.kr,,매주 월요일 법정공휴일 ,작은도서관,37.49788606,126.9474555,,,20080122,,,,
2046,열림카페속작은도서관,4,동작구,서울특별시 동작구 여의대방로 44길 22 열림교회1층,070-7432-7787,,https://blog.naver.com/yulimsmalllibrary ,,매주 일요일,작은도서관,37.50840221,126.9264699,,,,,,,
454,주님의숲 작은도서관,4,동작구,서울특별시 동작구 사당로17길 31 (사당동) 사당중앙교회 1층 ,02-534-2940,534-2937,http://scmc.onmam.com ,,매주 월요일,작은도서관,37.484513,126.9734792,,,20050404,,,,
1725,중소기업연구원 자료실,4,동작구,서울특별시 동작구 신대방1가길 77,02-707-9873,,http://library.kosbi.re.kr,,토요일 일요일 법정공휴일,,37.486733,126.906086,,,,,,,
1724,중앙대학교병원 의학정보실,4,동작구,서울특별시 동작구 흑석로 102 중앙대학교병원 본관 B2,02-6299-2796,,,,일요일 월요일 법정공휴일,,37.506975,126.960523,,,,,,,
457,지혜문고,4,동작구,서울특별시 동작구 장승배기로 19길 50 노량진2동어린이집,02-824-5377,,http://lib.dongjak.go.kr/,,토일요일 및 법정공휴일,작은도서관,37.5085262,126.937183,,,20070509,,,,
1879,지혜샘터 작은도서관,4,동작구,서울특별시 동작구 상도로34길 34 (상도동) 1층 ,070-8245-6963,,https://blog.naver.com/o_o-b ,,매주 월요일 일요일,작은도서관,37.50356483,126.9449001,,,,,,,
1526,창조회복 작은도서관,4,동작구,서울특별시 동작구 상도로 50 3층,,,,,토요일일요일,작은도서관,37.4995851,126.926016,,,20150316,,,,
1525,푸른 도서관,4,동작구,서울특별시 동작구 성대로1길 13 그림마당어린이집 2층,,,http://cafe.naver.com/bookcafe4u,,토요일일요일,작은도서관,37.5009916,126.933551,,,20141001,,,,
1881,하늘 숲 작은도서관,4,동작구,서울특별시 동작구 알마타길 21-42 대방교회,,,,,매주 금요일 일요일,작은도서관,37.511716,126.927735,,,,,,,
453,하늘사다리문고,4,동작구,서울특별시 동작구 현충로 119 B상가 207호 (명수대현대아파트),070-4070-7551,,http://lib.dongjak.go.kr/,,토요일공휴일(일요일제외),작은도서관,37.5085833,126.966985,,,20040825,,,,
468,한숲문고,4,동작구,서울특별시 동작구 알마타길 37 대방1차e-편한세상,02-813-4262,813-4263,http://lib.dongjak.go.kr/,,매주 토일 및 법정공휴일,작은도서관,37.5116391,126.928458,,,20050305,,,,
455,행복한래미안 작은도서관,4,동작구,서울특별시 동작구 상도로53길 8 (래미안상도3차아파트) 관리사무소 ,02-822-3720,,http://lib.dongjak.go.kr/,,매주 토요일 일요일,작은도서관,37.50086213,126.9540534,,,20060511,,,,
458,헤브론문고,4,동작구,서울특별시 동작구 상도로 217-10  헤브론교회,02-824-0186,824-0186,http://hebron.or.kr/,,일요일,작은도서관,37.5068392,126.942581,,,20071129,,,,
444,흑석동 작은도서관,4,동작구,서울특별시 동작구 흑석한강로 11 (흑석동) 흑석동주민센터 ,02-820-2561,817-4676,http://lib.dongjak.go.kr/,,매주 토요일 일요일,작은도서관,37.50577862,126.9665908,,,20010101,,,,
1475,공감작은도서관,11,마포구,서울특별시 마포구 백범로 169-19 공감작은도서관,02-717-0709,,,,월요일일요일,작은도서관,37.546425,126.949928,,,20140404,,,,
1476,공덕동문고(마실길북카페),11,마포구,서울특별시 마포구 만리재옛길 84 공덕동주민센터,02-3153-6516,,http://lib.mapo.go.kr/,,토일요일,작은도서관,37.550074,126.960012,,,20130327,,,,
1885,꿈나래어린이영어도서관,11,마포구,서울특별시 마포구 월드컵로13길 80(망원동),02-323-1840,,http://www.mplib.mapo.go.kr,,매주 일요일 및 법정공휴일,작은도서관,37.555191,126.905711,,,,,,,
1626,꿈빛도서관,11,마포구,서울특별시 마포구 희우정로 109 화평교회 3층,02-335-0911,,,,월요일 공휴일,작은도서관,37.5544966,126.9010261,,,,,,,
470,꿈을이루는작은도서관,11,마포구,서울특별시 마포구 마포대로 7길 18 아현동 주민센터 2층,02-706-4785,706-4785,http://www.mplib.mapo.go.kr,,매주 일요일 및 법정공휴일,작은도서관,37.547,126.952183,,,20080514,,,,
2085,꿈의숲작은도서관,11,마포구,서울특별시 마포구 상암산로1길 69 4층 (상암동),02-375-2345,,,,일요일공휴일,작은도서관,37.58014478,126.8834609,,,,,,,
1828,남북하나재단 북한전문자료실,11,마포구,서울특별시 마포구 새창로 7 SNU빌딩 45층,02-3215-5785,,www.nkrf.re.kr,,매주 토요일일요일 법정공휴일 창립기념일,,37.5424246,126.9508969,,,,,,,
471,늘푸른소나무작은도서관,11,마포구,서울특별시 마포구 백범로 227 2층,02-718-4785,718-4785,http://www.mplib.mapo.go.kr,,매주 일요일 및 법정공휴일,작은도서관,37.542339,126.955431,,,20080513,,,,
1483,담쟁이 작은도서관,11,마포구,서울특별시 마포구 포은로6길 25 2층,02-336-9360,02-336-9360,,,월요일일요일,작은도서관,37.5560205,126.906336,,,20141229,,,,
2086,도란도란 Books,11,마포구,서울특별시 마포구 새창로4길 25,02-716-0690,,,,일요일공휴일,작은도서관,37.54100967,126.9512136,,,,,,,
2087,래미안밤섬리베뉴I아파트 채움작은도서관,11,마포구,서울특별시 마포구 독막로20나길 22(상수동 래미안 밤섬리베뉴Ⅰ),02-334-5601,,,,일요일공휴일,작은도서관,37.5460703,126.924894,,,,,,,
90,마포구립서강도서관,11,마포구,서울특별시 마포구 독막로 165,02-3141-7053,,http://www.mplib.mapo.go.kr/sglib,,매주 화요일 및 법정공휴일,공공도서관,37.547717,126.932061,,,,,,,
1382,마포구립하늘도서관,11,마포구,서울특별시 마포구 월드컵로 212 마포구청 12층,02-3153-6260,,http://www.mplib.mapo.go.kr,,매주금요일및법정공휴일,공공도서관,37.566192,126.90167,,,20131112,서울시민 및 서울소재 직장 재직자 및 학교 재학생,5권 이내 기본 14일 연기 7일,,
1884,마포어린이영어도서관,11,마포구,서울특별시 마포구 도화4길 53 (도화동),02-716-3987~8,,http://www.mplib.mapo.go.kr,,매주 일요일 및 법정공휴일,작은도서관,37.539446,126.951867,,,,,,,
1927,마포중앙도서관,11,마포구,서울특별시 마포구 성산로 128(성산동),02-3153-5800,,http://www.mplib.mapo.go.kr,,매주월요일및법정공휴일,공공도서관,37.563668,126.906756,,,20171115,,,,
1882,마포푸르메어린이도서관,11,마포구,서울특별시 마포구 월드컵북로 494 푸르메재단 넥슨어린이재활병원 1층,02-6070-9286,,http://www.mplib.mapo.go.kr,,매주 일요일 및 법정공휴일,공공도서관,37.583075,126.87813,,,,,,,
1477,복사골작은도서관,11,마포구,서울특별시 마포구 도화4길 53,02-716-5800,,http://www.mplib.mapo.go.kr,,매주 일요일 및 법정공휴일,작은도서관,37.539446,126.951867,,,20130215,,,,
1478,북트립어린이영어도서관,11,마포구,서울특별시 마포구 서강대길 3 서강빌딩 2층,02-3274-0505,,,,일요일,작은도서관,37.5505486,126.939369,,,20140704,,,,
486,상암동문고,11,마포구,서울특별시 마포구 매봉산로2길 16 상암동주민센터,02-3153-6966,,http://lib.mapo.go.kr,,토일요일공휴일,작은도서관,37.5788373,126.894649,,,20010101,,,,
1311,상암월드컵파크 7단지 도서관,11,마포구,서울특별시 마포구 상암산로1길 92(상암월드컵파크7단지),02-374-9583,6371-8700,,,일요일 공휴일,작은도서관,37.5823472,126.881448,,,20120209,,,,
1479,상암월드컵파크11단지도서관,11,마포구,서울특별시 마포구 월드컵북로 502-37 상암월드컵파크 1단지 내,02-302-5930,,,,토일요일,작은도서관,37.5895595,126.881751,,,20120403,,,,
481,서교동문고,11,마포구,서울특별시 동교로 15길 7 서교주민센터,02-323-1810,,http://lib.mapo.go.kr/,,토일요일 공휴일,작은도서관,37.5564041,126.914564,,,20100101,,,,
